,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
546,25,Non-binary,Sophomore,Economics,1109,289,3324,946,359,123,272,88,27,141,107,125,Mobile Payment App
547,25,Female,Senior,Computer Science,1126,771,3126,823,374,125,215,90,77,242,112,99,Credit/Debit Card
548,22,Non-binary,Junior,Economics,849,229,5145,830,364,113,118,60,35,237,175,192,Cash
549,23,Non-binary,Sophomore,Psychology,503,158,4627,696,361,121,136,141,60,95,139,72,Credit/Debit Card
550,20,Male,Senior,Biology,1293,449,3734,913,324,149,134,103,86,288,131,120,Mobile Payment App
551,20,Male,Junior,Biology,903,96,4215,502,294,77,160,96,23,87,161,73,Credit/Debit Card
552,23,Non-binary,Junior,Psychology,1149,685,5510,503,308,171,206,144,82,109,196,60,Credit/Debit Card
553,20,Non-binary,Freshman,Biology,1363,536,3639,536,132,137,231,107,91,208,185,72,Mobile Payment App
554,19,Non-binary,Junior,Engineering,1056,959,4665,593,100,157,214,113,50,286,87,200,Cash
555,18,Male,Senior,Engineering,1245,80,3063,836,397,136,89,110,29,155,59,186,Mobile Payment App
556,25,Female,Senior,Computer Science,1149,387,5744,849,301,112,162,141,74,89,107,108,Mobile Payment App
557,19,Female,Freshman,Psychology,1226,798,4066,494,350,192,159,34,52,226,136,62,Cash
558,22,Non-binary,Freshman,Engineering,965,387,3983,466,205,191,116,65,61,192,96,188,Mobile Payment App
559,21,Male,Freshman,Engineering,1338,889,4956,658,179,79,151,116,30,116,191,24,Credit/Debit Card
560,20,Male,Senior,Engineering,1414,811,5141,752,186,139,170,64,46,148,31,96,Credit/Debit Card
561,24,Non-binary,Junior,Psychology,1232,648,5249,485,248,52,64,94,75,280,48,46,Mobile Payment App
562,18,Male,Freshman,Engineering,528,612,4015,477,286,87,93,29,76,292,175,65,Cash
563,22,Male,Sophomore,Computer Science,1377,500,4846,482,335,133,87,33,57,161,82,98,Credit/Debit Card
564,23,Non-binary,Freshman,Computer Science,1078,857,4983,887,248,152,211,52,24,180,106,130,Credit/Debit Card
565,20,Male,Sophomore,Computer Science,766,926,5019,898,226,60,174,86,22,188,147,111,Cash
566,22,Non-binary,Senior,Engineering,1289,253,4960,529,229,59,182,35,64,96,123,77,Credit/Debit Card
567,21,Male,Sophomore,Economics,887,825,4948,731,309,194,60,109,86,126,177,140,Cash
568,18,Male,Sophomore,Biology,1040,721,3004,919,206,81,197,48,60,159,132,70,Cash
569,21,Female,Senior,Engineering,940,973,5912,951,352,108,62,62,70,249,98,150,Credit/Debit Card
570,25,Male,Sophomore,Biology,895,924,5734,489,157,94,92,21,23,261,57,113,Mobile Payment App
571,25,Male,Sophomore,Psychology,1113,378,3901,533,201,133,156,146,61,144,81,87,Credit/Debit Card
572,24,Non-binary,Freshman,Biology,982,563,5027,830,264,126,213,52,62,296,157,54,Cash
573,22,Male,Freshman,Psychology,1401,392,5008,769,331,149,280,38,33,100,150,167,Credit/Debit Card
574,18,Male,Sophomore,Psychology,772,72,5891,765,359,133,51,23,61,250,128,171,Mobile Payment App
575,20,Male,Senior,Economics,912,387,3866,487,261,199,225,115,34,184,197,144,Credit/Debit Card
576,23,Female,Sophomore,Economics,946,859,5240,409,380,179,148,81,59,101,139,96,Cash
577,23,Non-binary,Junior,Biology,834,858,4874,565,127,102,216,119,93,143,144,82,Mobile Payment App
578,24,Male,Freshman,Psychology,695,457,3265,438,340,77,109,63,24,201,137,82,Cash
579,20,Male,Sophomore,Biology,1479,398,5517,854,238,93,254,118,22,143,36,67,Cash
580,21,Non-binary,Sophomore,Economics,994,469,3783,415,144,172,133,41,88,284,116,199,Mobile Payment App
581,25,Female,Sophomore,Biology,843,555,5071,604,126,195,193,107,53,159,49,72,Mobile Payment App
582,21,Non-binary,Junior,Biology,1412,671,6000,917,295,191,103,22,85,297,62,140,Mobile Payment App
583,22,Male,Junior,Computer Science,727,238,5354,733,325,182,155,42,81,220,199,176,Credit/Debit Card
584,25,Male,Sophomore,Computer Science,622,642,4637,862,290,200,266,21,44,229,168,77,Mobile Payment App
585,23,Female,Senior,Computer Science,1392,197,3161,954,287,101,168,55,52,180,135,99,Credit/Debit Card
586,19,Male,Sophomore,Computer Science,1491,809,4924,792,191,144,287,81,36,223,104,186,Credit/Debit Card
587,22,Non-binary,Junior,Engineering,1038,540,4378,791,202,93,184,105,48,254,79,160,Mobile Payment App
588,24,Female,Junior,Biology,854,501,3269,990,249,198,247,135,27,53,98,67,Mobile Payment App
589,21,Male,Sophomore,Biology,1415,688,5211,857,254,156,275,148,54,227,119,87,Cash
590,18,Non-binary,Senior,Economics,1136,434,4522,642,144,121,219,149,80,188,54,146,Mobile Payment App
591,22,Non-binary,Senior,Computer Science,971,100,3645,979,163,134,50,85,86,267,193,80,Credit/Debit Card
592,20,Non-binary,Senior,Economics,1115,31,5206,442,332,149,229,116,69,272,103,160,Mobile Payment App
593,20,Non-binary,Freshman,Biology,523,279,4777,417,256,188,156,105,77,191,137,41,Cash
594,24,Non-binary,Junior,Psychology,533,815,5620,850,203,166,220,91,34,235,39,138,Credit/Debit Card
595,19,Female,Sophomore,Psychology,1129,832,3885,691,131,147,218,38,38,292,168,100,Cash
596,22,Non-binary,Senior,Economics,739,883,3099,900,281,111,108,121,29,161,137,46,Credit/Debit Card
597,18,Female,Senior,Engineering,1099,423,3690,973,287,98,270,146,100,136,128,129,Mobile Payment App
598,25,Non-binary,Junior,Psychology,610,148,5414,887,256,57,209,84,76,220,184,104,Mobile Payment App
599,23,Male,Junior,Biology,1305,642,5566,844,274,120,178,28,28,179,122,73,Credit/Debit Card
600,23,Female,Freshman,Engineering,1263,744,3369,825,141,117,135,45,39,159,158,114,Cash
601,23,Female,Freshman,Engineering,656,836,3586,770,172,111,261,78,99,177,145,74,Cash
602,22,Female,Junior,Economics,975,406,3855,752,249,93,122,125,56,181,103,50,Credit/Debit Card
603,25,Male,Freshman,Computer Science,1459,996,4957,892,142,51,243,128,83,131,64,35,Mobile Payment App
604,25,Non-binary,Junior,Biology,1302,115,3265,561,252,88,196,84,27,158,125,121,Mobile Payment App
605,18,Female,Senior,Computer Science,1115,709,4745,733,262,118,197,97,79,182,32,52,Mobile Payment App
606,24,Non-binary,Freshman,Engineering,816,658,4614,498,181,103,54,67,68,288,163,141,Mobile Payment App
607,24,Non-binary,Freshman,Engineering,1358,32,5658,696,136,77,216,70,89,103,90,163,Mobile Payment App
608,20,Female,Junior,Psychology,1054,87,5634,998,266,170,191,137,100,175,94,81,Cash
609,24,Non-binary,Freshman,Engineering,1372,208,4545,669,262,76,211,138,83,291,73,109,Credit/Debit Card
610,24,Non-binary,Sophomore,Engineering,1101,508,3718,423,341,155,291,111,75,263,122,52,Mobile Payment App
611,23,Male,Junior,Engineering,1258,939,4662,745,250,121,238,101,60,263,34,113,Cash
612,23,Male,Freshman,Biology,1399,663,4775,612,289,169,116,148,74,239,199,82,Cash
613,21,Male,Senior,Biology,1469,592,5685,505,272,56,239,23,57,161,107,183,Cash
614,23,Male,Sophomore,Engineering,560,300,4954,554,100,122,174,109,92,188,68,115,Cash
615,24,Male,Freshman,Engineering,527,337,5328,462,349,171,288,145,92,241,120,125,Credit/Debit Card
616,20,Male,Freshman,Biology,1165,282,3264,869,132,91,255,56,37,85,187,61,Mobile Payment App
617,25,Male,Junior,Computer Science,996,692,4653,765,351,148,243,31,58,74,191,176,Credit/Debit Card
618,24,Male,Junior,Engineering,630,528,4001,921,377,193,87,142,60,155,51,58,Cash
619,19,Male,Junior,Engineering,542,205,4638,838,332,67,237,74,80,205,116,175,Mobile Payment App
620,19,Non-binary,Freshman,Psychology,648,929,4294,696,267,104,215,79,96,286,35,44,Credit/Debit Card
621,22,Non-binary,Senior,Computer Science,639,699,4625,463,338,80,265,51,80,295,103,137,Credit/Debit Card
622,18,Non-binary,Sophomore,Engineering,729,665,4464,670,378,122,191,145,94,198,169,101,Cash
623,19,Male,Junior,Computer Science,1021,473,4614,875,282,57,191,42,40,153,106,157,Mobile Payment App
624,23,Male,Senior,Economics,1229,794,4968,953,216,85,85,143,37,280,94,185,Credit/Debit Card
625,21,Male,Junior,Engineering,660,207,5365,547,194,59,112,98,23,229,168,64,Credit/Debit Card
626,21,Non-binary,Freshman,Computer Science,1343,6,3103,759,238,75,289,107,41,170,89,44,Cash
627,25,Non-binary,Junior,Computer Science,833,410,4562,525,330,50,245,112,89,132,137,155,Cash
628,22,Male,Freshman,Computer Science,555,51,5060,534,354,69,64,33,48,76,42,26,Cash
629,22,Male,Freshman,Engineering,541,94,5373,409,264,79,288,59,43,113,175,33,Credit/Debit Card
630,22,Non-binary,Senior,Economics,748,296,3962,721,389,71,108,89,93,106,186,170,Credit/Debit Card
631,21,Female,Sophomore,Engineering,1477,497,4287,851,296,53,95,134,61,143,87,134,Cash
632,22,Non-binary,Senior,Biology,1236,189,5655,773,175,145,256,122,60,143,118,169,Credit/Debit Card
633,25,Male,Freshman,Biology,592,657,3801,939,137,127,280,59,75,265,70,85,Cash
634,25,Female,Senior,Computer Science,558,830,4642,895,349,89,273,45,83,79,122,143,Mobile Payment App
635,23,Male,Sophomore,Engineering,925,414,4123,776,178,106,268,105,39,201,144,108,Credit/Debit Card
636,18,Male,Senior,Computer Science,719,498,3780,494,312,149,111,126,73,60,57,169,Mobile Payment App
637,24,Female,Junior,Engineering,981,875,3266,852,201,167,102,118,72,124,62,110,Credit/Debit Card
638,25,Non-binary,Senior,Economics,1381,882,3704,464,269,88,257,105,47,106,135,66,Credit/Debit Card
639,18,Non-binary,Sophomore,Biology,929,126,3357,615,324,73,162,150,58,211,87,77,Cash
640,24,Male,Junior,Biology,1245,906,5452,459,255,128,95,44,47,288,195,191,Mobile Payment App
641,20,Female,Junior,Economics,691,340,3798,748,152,53,262,118,91,112,163,71,Mobile Payment App
642,24,Female,Freshman,Psychology,1326,499,5353,852,129,166,183,91,85,291,54,141,Credit/Debit Card
643,18,Non-binary,Junior,Psychology,1000,203,5199,559,371,104,144,70,63,102,95,105,Credit/Debit Card
644,25,Male,Junior,Computer Science,592,662,5221,694,119,93,275,92,58,52,180,160,Credit/Debit Card
645,22,Male,Senior,Economics,1227,226,3658,951,218,199,238,73,79,112,196,67,Mobile Payment App
646,20,Female,Sophomore,Engineering,575,534,5231,506,378,66,141,66,75,56,153,99,Cash
647,19,Female,Junior,Engineering,1298,323,3510,444,222,168,221,98,61,175,133,69,Credit/Debit Card
648,23,Male,Sophomore,Engineering,1141,482,3621,572,121,184,108,41,55,93,126,86,Cash
649,25,Male,Senior,Biology,703,654,5926,735,295,100,278,39,80,139,178,190,Credit/Debit Card
650,23,Female,Freshman,Economics,929,160,3445,418,213,83,159,87,54,55,198,135,Mobile Payment App
651,23,Non-binary,Junior,Engineering,1415,970,3694,513,148,157,297,104,42,294,154,161,Mobile Payment App
652,18,Non-binary,Senior,Engineering,1359,387,5747,995,263,193,246,32,23,152,110,120,Credit/Debit Card
653,23,Male,Freshman,Biology,1162,720,5880,630,259,117,113,127,94,126,89,130,Cash
654,18,Female,Sophomore,Biology,663,304,5655,632,176,89,215,57,61,51,56,107,Credit/Debit Card
655,18,Non-binary,Freshman,Economics,1432,9,5568,929,224,108,265,69,22,102,120,151,Credit/Debit Card
656,20,Non-binary,Freshman,Computer Science,663,823,3637,695,191,147,277,23,73,212,188,179,Mobile Payment App
657,18,Non-binary,Senior,Economics,1327,109,3975,940,363,153,157,88,98,119,52,20,Credit/Debit Card
658,22,Male,Senior,Psychology,1045,359,5381,610,269,71,209,49,83,291,168,183,Credit/Debit Card
659,21,Male,Junior,Computer Science,619,605,3238,793,380,89,87,135,36,209,92,84,Credit/Debit Card
660,21,Non-binary,Freshman,Economics,815,905,3053,433,355,84,241,89,67,262,141,41,Cash
661,20,Non-binary,Freshman,Biology,728,399,5128,967,152,139,293,96,39,287,184,157,Cash
662,21,Male,Senior,Economics,941,831,3687,722,390,135,81,131,69,124,107,38,Mobile Payment App
663,18,Male,Freshman,Psychology,1176,43,3352,838,211,60,278,121,21,108,87,164,Credit/Debit Card
664,22,Non-binary,Sophomore,Computer Science,1092,574,3997,731,187,93,151,63,55,96,169,118,Credit/Debit Card
665,18,Female,Sophomore,Biology,1439,526,3394,896,176,86,134,63,52,150,175,129,Mobile Payment App
666,22,Male,Senior,Economics,816,616,3461,543,350,101,90,103,24,245,44,150,Credit/Debit Card
667,18,Male,Junior,Biology,1413,775,4715,457,264,71,250,127,54,152,91,120,Cash
668,24,Female,Sophomore,Biology,1076,355,4596,464,134,99,167,97,34,77,51,149,Cash
669,21,Female,Sophomore,Economics,559,169,5303,431,222,103,237,80,56,188,78,176,Credit/Debit Card
670,23,Male,Sophomore,Engineering,1144,800,3881,405,381,130,179,106,94,216,82,50,Credit/Debit Card
671,20,Non-binary,Junior,Psychology,1296,113,5452,462,191,69,238,93,51,155,187,102,Credit/Debit Card
672,24,Male,Senior,Engineering,958,902,4579,425,262,156,72,137,21,282,82,135,Cash
673,25,Male,Junior,Economics,775,709,4195,680,115,182,84,128,26,106,112,93,Credit/Debit Card
674,25,Non-binary,Junior,Economics,1483,519,4676,970,145,168,270,23,39,72,106,186,Mobile Payment App
675,19,Male,Junior,Biology,1304,232,4540,651,184,102,191,148,67,268,45,50,Mobile Payment App
676,24,Female,Sophomore,Biology,1400,892,4726,749,359,163,294,132,20,208,148,82,Mobile Payment App
677,24,Non-binary,Freshman,Computer Science,1440,869,5852,759,271,75,187,77,66,295,196,71,Mobile Payment App
678,22,Female,Freshman,Economics,1460,650,3562,771,311,62,265,53,96,112,37,77,Credit/Debit Card
679,20,Non-binary,Junior,Biology,1379,714,4758,927,192,119,288,137,59,95,194,33,Credit/Debit Card
680,18,Female,Junior,Computer Science,942,545,5805,914,108,50,206,24,56,54,188,70,Mobile Payment App
681,25,Non-binary,Junior,Biology,740,871,4194,473,366,83,156,62,33,86,81,78,Cash
682,18,Female,Sophomore,Psychology,1186,733,5923,541,291,111,114,42,49,73,166,131,Cash
683,23,Male,Junior,Biology,731,812,5637,582,148,74,234,27,68,158,81,48,Cash
684,20,Male,Junior,Economics,1347,735,5563,974,310,98,167,35,43,298,182,37,Cash
685,19,Female,Freshman,Biology,1085,417,4680,705,159,182,295,132,66,105,185,54,Cash
686,22,Male,Senior,Biology,665,401,3645,967,151,50,232,118,75,182,181,148,Mobile Payment App
687,22,Male,Freshman,Economics,1422,674,5030,663,332,148,251,130,61,187,124,117,Cash
688,24,Male,Freshman,Biology,1366,319,3549,921,389,127,146,44,93,224,151,30,Mobile Payment App
689,21,Female,Sophomore,Engineering,714,645,3751,853,149,66,184,35,21,219,176,72,Mobile Payment App
690,25,Male,Freshman,Psychology,1259,139,4943,747,200,94,226,142,39,140,95,65,Credit/Debit Card
691,19,Female,Senior,Economics,975,939,3256,936,368,179,165,144,89,52,48,120,Mobile Payment App
692,24,Female,Senior,Engineering,1420,235,3609,841,151,190,175,20,97,57,154,71,Cash
693,24,Non-binary,Sophomore,Engineering,604,751,3687,554,217,66,188,122,32,169,69,150,Cash
694,25,Non-binary,Senior,Economics,1250,509,4288,679,125,98,92,120,39,109,146,188,Cash
695,20,Non-binary,Freshman,Computer Science,567,906,3748,842,375,96,144,112,47,278,173,48,Mobile Payment App
696,25,Female,Freshman,Computer Science,546,691,5457,978,286,100,237,60,58,206,158,137,Cash
697,18,Non-binary,Senior,Economics,1169,836,5537,996,334,83,288,78,56,105,166,180,Mobile Payment App
698,23,Non-binary,Freshman,Economics,834,607,3582,692,350,88,298,150,90,248,51,34,Credit/Debit Card
699,19,Non-binary,Sophomore,Computer Science,1117,234,3366,940,212,87,121,139,41,298,119,158,Mobile Payment App
700,25,Male,Freshman,Economics,677,894,5595,841,313,52,219,66,42,92,120,84,Mobile Payment App
701,20,Non-binary,Freshman,Engineering,1433,964,4777,904,327,77,112,146,71,97,167,117,Cash
702,20,Female,Freshman,Biology,889,633,3100,524,247,82,201,102,92,103,96,30,Credit/Debit Card
703,21,Male,Junior,Biology,670,708,5934,649,386,146,182,132,48,175,59,155,Credit/Debit Card
704,19,Male,Senior,Economics,645,616,4694,904,158,69,148,60,98,114,40,72,Credit/Debit Card
705,21,Female,Junior,Psychology,1107,971,5997,720,289,124,210,35,51,157,101,168,Mobile Payment App
706,22,Female,Sophomore,Psychology,750,572,4144,563,104,191,58,22,97,53,41,99,Cash
707,21,Male,Sophomore,Biology,654,261,3359,802,124,56,57,41,56,111,62,196,Mobile Payment App
708,20,Male,Freshman,Psychology,1141,57,5734,696,284,83,204,63,46,56,125,55,Cash
709,22,Female,Sophomore,Biology,811,815,4724,815,300,120,126,22,93,104,119,152,Cash
710,23,Female,Senior,Engineering,1452,520,3463,822,317,77,148,91,61,166,133,122,Mobile Payment App
711,20,Non-binary,Junior,Psychology,1255,82,4739,465,400,68,190,24,70,246,132,160,Mobile Payment App
712,24,Female,Junior,Computer Science,737,266,4964,780,303,111,199,62,94,193,97,57,Credit/Debit Card
713,25,Male,Freshman,Engineering,1419,253,4089,444,220,148,114,65,29,136,34,35,Credit/Debit Card
714,23,Non-binary,Freshman,Computer Science,815,76,4461,446,132,165,165,58,99,135,174,111,Cash
715,25,Male,Senior,Engineering,1034,602,3444,517,238,110,255,86,77,281,150,56,Credit/Debit Card
716,24,Non-binary,Freshman,Computer Science,1022,626,4797,413,139,167,165,75,57,219,126,43,Mobile Payment App
717,23,Female,Sophomore,Biology,1341,839,3033,514,300,122,137,40,61,170,65,100,Cash
718,20,Female,Senior,Engineering,999,919,5819,507,269,119,228,99,49,55,115,53,Mobile Payment App
719,21,Male,Freshman,Psychology,1218,162,5467,684,280,131,186,103,85,91,89,126,Mobile Payment App
720,24,Male,Sophomore,Economics,1332,705,3512,796,399,199,79,54,86,206,99,129,Cash
721,20,Non-binary,Freshman,Biology,903,371,4230,798,319,60,90,101,24,147,70,170,Credit/Debit Card
722,25,Non-binary,Freshman,Biology,932,887,5307,472,345,61,190,119,69,235,67,40,Mobile Payment App
723,21,Female,Junior,Biology,634,330,5961,774,334,193,105,83,46,166,200,150,Cash
724,25,Male,Senior,Biology,553,268,3130,736,140,68,150,99,33,288,51,199,Credit/Debit Card
725,21,Male,Junior,Economics,547,678,5610,510,192,123,248,57,28,252,141,122,Cash
726,18,Male,Senior,Computer Science,867,646,3014,944,320,165,232,96,73,298,142,183,Cash
727,20,Male,Sophomore,Economics,863,844,3088,966,371,66,227,117,32,245,55,83,Mobile Payment App
728,25,Non-binary,Sophomore,Biology,603,321,4879,420,231,126,248,74,32,172,80,193,Mobile Payment App
729,21,Female,Junior,Computer Science,1480,555,3534,799,259,100,254,93,66,279,191,55,Credit/Debit Card
730,18,Male,Freshman,Engineering,522,448,3744,706,174,80,284,90,61,228,66,181,Mobile Payment App
731,22,Female,Junior,Biology,1376,510,3318,460,132,159,59,88,38,87,88,76,Cash
732,22,Non-binary,Junior,Computer Science,1195,988,5729,455,115,117,74,129,93,154,155,190,Credit/Debit Card
733,24,Non-binary,Freshman,Psychology,1223,785,3521,821,128,50,135,96,67,182,139,196,Credit/Debit Card
734,21,Female,Junior,Computer Science,613,524,3640,834,219,57,71,89,39,241,66,93,Cash
735,25,Non-binary,Sophomore,Engineering,844,766,4017,840,179,189,230,128,74,157,38,131,Mobile Payment App
736,24,Female,Junior,Computer Science,620,192,4213,726,332,144,289,92,24,195,135,127,Cash
737,22,Male,Freshman,Psychology,983,944,4216,978,114,103,58,123,72,114,76,63,Credit/Debit Card
738,25,Male,Sophomore,Biology,996,250,5975,520,317,121,115,47,89,241,45,81,Mobile Payment App
739,18,Male,Junior,Engineering,1106,794,3075,881,165,166,260,23,32,135,49,34,Cash
740,23,Non-binary,Senior,Engineering,1032,809,4359,987,364,176,67,74,52,56,166,67,Credit/Debit Card
741,20,Female,Senior,Biology,1419,991,4647,648,261,151,78,55,31,222,135,72,Credit/Debit Card
742,22,Male,Sophomore,Economics,610,100,5142,473,298,164,139,45,67,77,32,113,Cash
743,19,Female,Junior,Economics,1449,599,4790,885,109,57,293,70,90,267,164,33,Cash
744,25,Male,Senior,Engineering,1270,504,3467,484,286,132,291,138,48,155,162,41,Credit/Debit Card
745,18,Non-binary,Freshman,Computer Science,770,637,5055,814,273,55,140,134,61,131,128,39,Mobile Payment App
746,25,Non-binary,Sophomore,Psychology,911,929,4595,578,338,122,165,25,87,275,176,94,Credit/Debit Card
747,18,Female,Junior,Biology,1303,299,5031,701,242,183,249,103,79,107,74,52,Credit/Debit Card
748,19,Non-binary,Junior,Engineering,1367,688,3603,452,372,162,177,29,66,243,30,155,Credit/Debit Card
749,25,Non-binary,Sophomore,Computer Science,509,664,3449,779,243,153,281,108,52,70,145,192,Credit/Debit Card
750,22,Male,Junior,Engineering,804,582,5299,892,153,173,199,32,84,289,126,46,Cash
751,23,Female,Freshman,Computer Science,1268,271,5323,898,204,187,215,113,81,212,111,57,Credit/Debit Card
752,22,Non-binary,Junior,Engineering,1492,82,3720,823,277,186,275,141,61,167,65,34,Cash
753,23,Non-binary,Senior,Biology,1402,461,3827,904,321,138,147,114,33,198,188,179,Cash
754,24,Non-binary,Junior,Psychology,673,606,4035,818,355,103,257,35,47,56,149,48,Credit/Debit Card
755,22,Female,Sophomore,Biology,1174,962,4894,426,329,191,175,29,34,113,156,171,Cash
756,20,Female,Freshman,Biology,635,827,4125,969,194,196,228,81,68,120,112,185,Credit/Debit Card
757,23,Male,Sophomore,Engineering,792,584,4401,631,224,100,72,73,28,98,101,140,Credit/Debit Card
758,22,Non-binary,Sophomore,Biology,998,928,3199,565,151,71,270,78,98,291,124,125,Mobile Payment App
759,21,Non-binary,Junior,Biology,866,581,5775,773,267,100,252,32,26,97,42,82,Credit/Debit Card
760,23,Non-binary,Sophomore,Biology,1408,566,3714,905,223,168,262,124,31,123,58,189,Cash
761,25,Non-binary,Freshman,Biology,732,103,3335,742,395,154,245,130,73,178,100,80,Credit/Debit Card
762,18,Non-binary,Junior,Engineering,1107,511,5507,738,144,131,213,53,38,156,137,47,Cash
763,24,Female,Freshman,Engineering,1165,68,4126,859,333,196,124,109,49,185,179,29,Cash
764,19,Female,Freshman,Computer Science,1316,867,4432,627,110,185,226,25,34,90,190,135,Credit/Debit Card
765,21,Non-binary,Junior,Psychology,1471,280,4104,862,312,180,241,70,90,84,182,121,Cash
766,18,Non-binary,Sophomore,Psychology,536,557,3744,498,375,128,185,63,97,298,45,36,Cash
767,21,Male,Sophomore,Economics,1045,542,4154,937,157,164,246,25,29,99,46,77,Credit/Debit Card
768,24,Non-binary,Junior,Biology,609,389,4329,934,393,68,77,33,96,235,48,186,Mobile Payment App
769,20,Male,Senior,Psychology,581,964,4975,775,106,86,84,22,68,84,39,172,Mobile Payment App
770,20,Female,Sophomore,Biology,1106,212,3376,461,130,175,231,135,37,59,197,168,Credit/Debit Card
771,22,Non-binary,Freshman,Psychology,1316,710,3548,682,382,69,268,62,95,251,118,22,Credit/Debit Card
772,19,Non-binary,Senior,Computer Science,574,103,5976,605,372,82,296,39,42,287,153,133,Credit/Debit Card
773,19,Male,Sophomore,Biology,1115,12,3779,482,306,161,281,150,76,265,170,193,Mobile Payment App
774,25,Male,Sophomore,Engineering,1257,45,3653,809,373,147,246,78,36,275,158,197,Credit/Debit Card
775,23,Male,Junior,Economics,1069,130,5452,503,218,83,93,72,65,170,89,144,Cash
776,22,Non-binary,Junior,Biology,757,471,3362,719,359,69,253,145,48,159,63,79,Credit/Debit Card
777,21,Non-binary,Sophomore,Psychology,794,166,3624,908,371,73,222,103,41,283,152,109,Cash
778,22,Male,Freshman,Computer Science,1139,845,4743,893,356,126,255,20,65,62,195,25,Credit/Debit Card
779,23,Non-binary,Sophomore,Engineering,598,125,5824,413,278,130,91,88,60,152,82,27,Cash
780,21,Female,Freshman,Economics,514,402,4642,494,395,92,56,104,66,98,131,135,Mobile Payment App
781,23,Male,Freshman,Psychology,1479,418,3501,960,344,103,239,63,95,146,31,185,Mobile Payment App
782,24,Non-binary,Junior,Biology,633,361,4634,685,252,128,268,107,74,139,190,23,Credit/Debit Card
783,25,Non-binary,Senior,Biology,1437,150,4770,941,286,104,274,100,21,199,136,188,Credit/Debit Card
784,22,Male,Sophomore,Biology,1135,279,4825,793,370,115,87,93,36,102,111,41,Credit/Debit Card
785,21,Female,Junior,Engineering,1433,11,4125,832,313,123,187,134,62,61,200,102,Cash
786,20,Female,Senior,Computer Science,824,93,3471,538,249,127,224,72,76,90,169,183,Credit/Debit Card
787,24,Male,Junior,Psychology,967,288,4629,958,284,107,256,129,85,172,46,45,Mobile Payment App
788,25,Male,Sophomore,Economics,1126,708,3830,405,343,159,226,98,24,197,162,160,Mobile Payment App
789,21,Female,Sophomore,Psychology,885,513,5497,832,136,66,241,123,66,256,137,53,Credit/Debit Card
790,25,Non-binary,Sophomore,Psychology,525,984,4547,670,359,148,192,38,56,162,31,86,Credit/Debit Card
791,20,Male,Senior,Psychology,1009,14,4309,699,262,117,136,24,67,113,93,45,Mobile Payment App
792,18,Non-binary,Senior,Psychology,1478,46,5450,957,360,77,112,22,50,265,183,92,Mobile Payment App
793,19,Male,Sophomore,Computer Science,547,365,3465,645,316,58,186,120,54,196,135,119,Mobile Payment App
794,22,Female,Freshman,Psychology,549,410,4796,749,304,167,82,142,100,271,169,153,Credit/Debit Card
795,25,Female,Junior,Engineering,1326,611,5451,734,205,91,73,95,71,217,126,140,Mobile Payment App
796,21,Male,Junior,Psychology,761,9,4836,594,375,53,256,55,41,50,126,35,Cash
797,25,Non-binary,Senior,Computer Science,1344,494,5885,809,233,167,171,83,60,94,61,154,Cash
798,22,Male,Junior,Biology,895,885,5489,456,343,157,177,123,75,77,156,139,Credit/Debit Card
799,23,Non-binary,Junior,Economics,1036,811,4911,437,398,134,299,69,55,156,35,123,Mobile Payment App
800,22,Non-binary,Senior,Computer Science,664,538,3008,417,236,75,136,131,60,243,156,116,Credit/Debit Card
801,22,Non-binary,Senior,Computer Science,1403,789,5886,962,163,129,149,35,92,251,166,114,Cash
802,23,Male,Senior,Engineering,1094,360,4651,622,242,90,98,103,77,138,111,190,Cash
803,24,Female,Sophomore,Computer Science,789,413,3482,835,206,128,153,137,77,115,67,135,Mobile Payment App
804,25,Non-binary,Sophomore,Biology,587,756,5035,797,291,171,283,89,26,238,74,119,Cash
805,23,Male,Junior,Biology,509,395,3729,607,326,156,251,138,45,204,30,59,Mobile Payment App
806,19,Male,Junior,Computer Science,1382,935,4650,853,203,180,230,33,55,297,43,122,Credit/Debit Card
807,25,Non-binary,Senior,Engineering,1301,757,3811,664,121,115,239,126,48,121,172,114,Mobile Payment App
808,23,Non-binary,Senior,Engineering,777,53,4935,505,268,181,194,79,60,71,54,65,Mobile Payment App
809,19,Male,Sophomore,Psychology,505,646,4935,688,129,143,112,130,89,209,197,81,Cash
810,24,Female,Junior,Engineering,866,796,4865,756,274,181,260,141,47,237,125,67,Cash
811,19,Male,Freshman,Biology,1329,127,3321,836,277,92,108,27,67,251,87,87,Mobile Payment App
812,20,Non-binary,Freshman,Economics,1372,297,4227,505,142,144,264,20,64,195,34,74,Cash
813,24,Male,Junior,Economics,1004,883,5084,773,335,118,297,83,88,100,133,159,Credit/Debit Card
814,23,Non-binary,Freshman,Biology,1415,153,4526,880,111,167,171,90,78,205,113,125,Cash
815,20,Female,Junior,Psychology,639,13,4097,780,226,120,86,56,23,75,147,143,Mobile Payment App
816,19,Male,Sophomore,Economics,1397,854,3186,552,258,123,127,61,21,127,71,186,Credit/Debit Card
817,18,Female,Freshman,Economics,935,918,3901,724,128,122,56,39,53,152,108,134,Mobile Payment App
818,18,Non-binary,Senior,Computer Science,882,524,4983,502,196,153,63,131,80,274,140,86,Credit/Debit Card
